date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-21,1,─,건설,63.45,77.78,1.11
2026-04-21,2,─,금융,21.07,44.52,1.05
2026-04-21,3,─,부동산/리츠,6.74,11.64,0.79
2026-04-21,4,─,전력/인프라,47.33,67.56,0.69
2026-04-21,5,▲+3,2차전지,24.18,51.83,0.62
2026-04-21,6,─,IT,37.72,61.13,0.53
2026-04-21,7,─,신재생에너지,32.54,56.52,0.4
2026-04-21,8,▼-3,원자력,40.64,70.56,0.36
2026-04-21,9,─,반도체,35.63,68.32,0.19
2026-04-21,10,▲+5,자동차,25.97,57.25,0.1
2026-04-21,11,▲+2,에너지/화학,14.87,45.29,0.08
2026-04-21,12,─,AI,24.07,56.3,0.03
2026-04-21,13,▼-2,철강/금속,17.35,49.39,0.02
2026-04-21,14,─,소비재,10.56,35.98,-0.05
2026-04-21,15,▼-5,방산/우주항공,20.86,66.05,-0.23
2026-04-21,16,─,운송,7.1,35.15,-0.45
2026-04-21,17,▲+1,금,5.11,32.12,-0.48
2026-04-21,18,▲+3,조선/해운,3.79,48.07,-0.5
2026-04-21,19,▼-2,게임,3.93,39.55,-0.58
2026-04-21,20,▼-1,플랫폼,5.02,38.05,-0.62
2026-04-21,21,▼-1,로봇,8.57,60.3,-0.65
2026-04-21,22,▲+1,소프트웨어,-0.08,45.72,-0.82
2026-04-21,23,▼-1,바이오/헬스케어,-0.22,50.43,-1.15
2026-04-21,24,─,미디어/엔터,-8.7,39.99,-1.38
