date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-06,1,▲+2,Energy,14.18,17.6,1.43
2026-02-06,2,─,Consumer Staples,10.5,14.47,1.39
2026-02-06,3,▼-2,Pharmaceutical,12.79,18.07,1.06
2026-02-06,4,▲+1,Materials,22.7,47.8,0.73
2026-02-06,5,▲+10,Utilities,7.01,14.04,0.72
2026-02-06,6,▲+6,Banks,11.96,23.54,0.71
2026-02-06,7,─,Silver Miners,35.61,71.29,0.66
2026-02-06,8,▲+6,Electric Energy Infrastructure,8.25,20.6,0.54
2026-02-06,9,─,Industrials,8.95,20.46,0.52
2026-02-06,10,▼-2,Metals & Mining,20.96,49.65,0.45
2026-02-06,11,▼-5,Semiconductors,14.87,35.14,0.39
2026-02-06,12,▼-8,Biotechnology,11.47,29.04,0.29
2026-02-06,13,▲+3,Clean Energy,10.76,36.6,0.17
2026-02-06,14,▲+4,Real Estate,3.66,13.72,0.16
2026-02-06,15,▼-4,Healthcare,5.82,16.47,0.14
2026-02-06,16,▼-6,Uranium,17.62,66.02,0.1
2026-02-06,17,─,Mortgage REITs,3.37,15.73,0.06
2026-02-06,18,▲+4,Financials,4.07,17.42,-0.1
2026-02-06,19,─,Nuclear Energy,7.31,42.98,-0.13
2026-02-06,20,─,Automotive,-1.74,82.33,-0.34
2026-02-06,21,▼-8,Telecom,1.02,15.55,-0.44
2026-02-06,22,▲+2,Leisure & Entertainment,-4.8,45.58,-0.66
2026-02-06,23,▼-2,Technology,-1.29,21.98,-0.71
2026-02-06,24,▼-1,Consumer Discretionary,-4.31,38.78,-0.97
2026-02-06,25,▲+2,Cloud Computing,-8.13,29.63,-1.23
2026-02-06,26,▲+2,Cryptocurrency,-21.17,61.36,-1.32
2026-02-06,27,▼-1,Internet,-7.46,24.31,-1.34
2026-02-06,28,▼-3,Medical Devices,-4.28,16.88,-1.43
2026-02-06,29,─,Software,-16.27,26.91,-1.96
