구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
손절,068270.KS,셀트리온,2026-02-19,2026-02-20,242500.0,210750.0,2026-03-05,,,,,,,,-13.09,
손절,006400.KS,삼성SDI,2026-01-29,2026-01-30,390500.0,396000.0,2026-03-05,,,,,,,,1.41,
손절,000810.KS,삼성화재,2026-02-25,2026-02-26,546000.0,491250.0,2026-03-05,,,,,,,,-10.03,
손절,066570.KS,LG전자,2026-02-23,2026-02-24,134700.0,117300.0,2026-03-05,,,,,,,,-12.92,
손절,128940.KS,한미약품,2026-02-04,2026-02-05,557000.0,516000.0,2026-03-05,,,,,,,,-7.36,
손절,138040.KS,메리츠금융지주,2026-02-23,2026-02-24,138000.0,114000.0,2026-03-04,,,,,,,,-17.39,
손절,180640.KS,한진칼,2026-02-25,2026-02-26,168900.0,122800.0,2026-03-04,,,,,,,,-27.29,
손절,009830.KS,한화솔루션,2026-02-19,2026-02-20,56500.0,43100.0,2026-03-04,,,,,,,,-23.72,
손절,207940.KS,삼성바이오로직스,2026-01-21,2026-01-22,1874000.0,1696500.0,2026-02-09,,,,,,,,-9.47,
손절,329180.KS,HD현대중공업,2026-01-19,2026-01-20,637687.5953588143,557232.0,2026-02-02,,,,,,,,-12.62,
보유중,006800.KS,미래에셋증권,2026-01-13,2026-01-14,28400.0,61900.0,,,,,,,25560.0,,117.96,78
보유중,010120.KS,LS ELECTRIC,2026-01-21,2026-01-22,519920.2982350097,756000.0,,,,,,,467928.0,,45.41,70
보유중,272210.KS,한화시스템,2026-01-16,2026-01-19,93800.0,130000.0,,,,,,,84420.0,,38.59,73
보유중,032830.KS,삼성생명,2026-01-12,2026-01-13,159000.0,219500.0,,,,,,,143100.0,,38.05,79
보유중,039490.KS,키움증권,2026-01-13,2026-01-14,316500.0,402500.0,,,,,,,284850.0,,27.17,78
보유중,005930.KS,삼성전자,2026-01-06,2026-01-07,143500.0,179300.0,,,,,,,129150.0,,24.95,85
보유중,047810.KS,한국항공우주,2026-01-12,2026-01-13,151700.0,185800.0,,,,,,,136530.0,,22.48,79
보유중,017670.KS,SK텔레콤,2026-01-26,2026-01-27,63300.0,77500.0,,,,,,,56970.0,,22.43,65
보유중,278470.KS,에이피알,2026-01-29,2026-01-30,277500.0,334500.0,,,,,,,249750.0,,20.54,62
보유중,016360.KS,삼성증권,2026-01-13,2026-01-14,78400.0,93100.0,,,,,,,70560.0,,18.75,78
보유중,028050.KS,삼성E&A,2026-01-30,2026-02-02,30450.0,35450.0,,,,,,,27405.0,,16.42,59
보유중,005940.KS,NH투자증권,2026-01-30,2026-02-02,26950.0,29600.0,,,,,,,24255.0,,9.83,59
보유중,055550.KS,신한지주,2026-01-27,2026-01-28,84171.10297956443,91500.0,,,,,,,75754.0,,8.71,64
보유중,316140.KS,우리금융지주,2026-01-29,2026-01-30,29660.51171875,32000.0,,,,,,,26694.0,,7.89,62
보유중,105560.KS,KB금융,2026-01-29,2026-01-30,136382.12022697856,145800.0,,,,,,,122744.0,,6.91,62
보유중,086790.KS,하나금융지주,2026-01-27,2026-01-28,104158.4142602848,110700.0,,,,,,,93743.0,,6.28,64
보유중,071050.KS,한국금융지주,2026-01-30,2026-02-02,204692.82340934683,212500.0,,,,,,,184224.0,,3.81,59
보유중,028300.KS,HLB,2026-01-08,2026-01-09,50300.0,51100.0,,,,,,,45270.0,,1.59,83
보유중,058470.KS,리노공업,2026-01-30,2026-02-02,100700.0,100000.0,,,,,,,90630.0,,-0.7,59
보유중,005490.KS,POSCO홀딩스,2026-01-20,2026-01-21,348344.3875534188,340500.0,,,,,,,313510.0,,-2.25,71
보유중,090430.KS,아모레퍼시픽,2026-02-05,2026-02-06,138400.0,134400.0,,,,,,,124560.0,,-2.89,55
보유중,018260.KS,삼성에스디에스,2026-03-06,2026-03-09,155600.0,150200.0,,,,,,,140040.0,,-3.47,24
보유중,024110.KS,기업은행,2026-02-03,2026-02-04,22350.0,21550.0,,,,,,,20115.0,,-3.58,57
보유중,032640.KS,LG유플러스,2026-02-03,2026-02-04,16090.0,15490.0,,,,,,,14481.0,,-3.73,57
보유중,005387.KS,현대차2우B,2026-01-13,2026-01-14,247390.41023284313,236500.0,,,,,,,222651.0,,-4.4,78
보유중,005830.KS,DB손해보험,2026-02-06,2026-02-09,172100.0,161800.0,,,,,,,154890.0,,-5.98,52
보유중,033780.KS,KT&G,2026-02-09,2026-02-10,166817.5879360465,155000.0,,,,,,,150136.0,,-7.08,51
설정,패턴 모드,X3 Disparity Regime,,,,,,,,,,,,,,
설정,이격도 레짐,단기 7일 / 장기 79일,,,,,,,,,,,,,,
설정,매도 기준,단기 이격도 > +29%,,,,,,,,,,,,,,
설정,매수 기준,장기 이격도 < -8%,,,,,,,,,,,,,,
설정,풀백 기준,5.9%,,,,,,,,,,,,,,
설정,현재 상태,매수 허용 (골든크로스),,,,,,,,,,,,,,
설정,KOSPI 현재가,"5,478.70",,,,,,,,,,,,,,
설정,단기 이격도,+1.4%,,,,,,,,,,,,,,
설정,장기 이격도,+9.9%,,,,,,,,,,,,,,
설정,KOSPI 정배열,아니오,,,,,,,,,,,,,,
설정,모멘텀 임계값,28.7%,,,,,,,,,,,,,,
설정,우선순위 가중치,모멘텀 43.7% + 수급빈집 56.3%,,,,,,,,,,,,,,
설정,최대 종목 수,30,,,,,,,,,,,,,,
설정,검색 기간,최근 20일,,,,,,,,,,,,,,
설정,보유 기간 제한,13일 경과 & 수익률 10% 미만시 매도,,,,,,,,,,,,,,
설정,손절 비율,5.4%,,,,,,,,,,,,,,
설정,익절 비율,37.9%,,,,,,,,,,,,,,
설정,수수료,0.17% (매수/매도 각),,,,,,,,,,,,,,
설정,슬리피지,"매수 0.20%, 매도 0.20%",,,,,,,,,,,,,,
설정,최적화(IS) 수익률,24.9%,,,,,,,,,,,,,,
설정,최적화(IS) MDD,-17.5%,,,,,,,,,,,,,,
설정,Holdout(OOS) 수익률,68.2%,,,,,,,,,,,,,,
설정,Holdout(OOS) MDD,-18.5%,,,,,,,,,,,,,,
설정,전체 백테스트 수익률,111.0%,,,,,,,,,,,,,,
설정,전체 백테스트 MDD,-18.5%,,,,,,,,,,,,,,
설정,백테스트 기간,2013-01-02 ~ 2026-04-01,,,,,,,,,,,,,,
