티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
445680.KQ,큐리옥스바이오시스템즈,121400.0,119500.0,2026-01-21,2026-03-22,401.65,Triple Bottom,,0.0,112808.99999999999,151625.0
298040.KS,효성중공업,2387000.0,2328000.0,2026-01-16,2026-03-17,387.64,Rect Bottom,,0.0,2194800.0,2950000.0
240810.KQ,원익IPS,91400.0,80400.0,2026-01-26,2026-03-27,302.94,Rect Bottom,,0.0,79050.0,106250.0
353200.KS,대덕전자,50900.0,49500.0,2026-01-15,2026-03-16,264.61,Triple Bottom,,0.0,47616.0,64000.0
097230.KS,HJ중공업,27250.0,26950.0,2026-01-27,2026-03-28,247.13,Rect Bottom,,0.0,25342.5,34062.5
222800.KQ,심텍,52500.0,52300.0,2026-01-27,2026-03-28,227.15,Inv H&S,,0.0,48825.0,65625.0
100790.KQ,미래에셋벤처투자,15400.0,14820.0,2026-01-27,2026-03-28,224.93,Triple Bottom,,0.0,14321.999999999998,19250.0
267250.KS,HD현대,237500.0,226500.0,2026-01-12,2026-03-13,205.77,Rect Bottom,,0.0,211110.0,283750.0
267260.KS,HD현대일렉트릭,901000.0,868000.0,2026-01-12,2026-03-13,194.16,Rect Bottom,,0.0,833280.0,1120000.0
000155.KS,두산우,500000.0,504000.0,2026-01-14,2026-03-15,190.87,Triple Bottom,,0.0,486389.99999999994,653750.0
226950.KQ,올릭스,149900.0,141300.0,2026-01-05,2026-03-06,188.27,Rect Bottom,,0.0,136059.0,182875.0
00680K.KS,미래에셋증권2우B,14000.0,13090.0,2026-01-27,2026-03-28,188.07,Triple Bottom,,0.0,13020.0,17500.0
039030.KQ,이오테크닉스,334500.0,300920.1875,2026-01-05,2026-03-06,182.82,Rect Bottom,,0.0,287835.0,386875.0
004800.KS,효성,150000.0,140700.0,2026-01-15,2026-03-16,182.49,Triple Bottom,,0.0,137640.0,185000.0
078350.KQ,한양디지텍,26850.0,25750.0,2026-01-27,2026-03-28,172.87,Triple Bottom,,0.0,24970.5,33562.5
095610.KQ,테스,55700.0,49234.61328125,2026-01-02,2026-03-03,171.73,Triple Bottom,,0.0,52638.0,70750.0
010120.KS,LS ELECTRIC,537000.0,518000.0,2026-01-14,2026-03-15,163.88,Rect Bottom,,0.0,498479.99999999994,670000.0
006730.KQ,서부T&D,14940.0,13100.0,2026-01-14,2026-03-15,160.09,Triple Bottom,,0.0,12582.9,16912.5
218410.KQ,RFHIC,41800.0,36640.4609375,2026-01-06,2026-03-07,153.32,Triple Bottom,,0.0,35340.0,47500.0
195870.KS,해성디에스,58300.0,58500.0,2026-01-26,2026-03-27,152.38,Rect Bottom,,0.0,53754.0,72250.0
001270.KS,부국증권,68400.0,60400.0,2026-01-27,2026-03-28,149.64,Triple Bottom,,0.0,63611.99999999999,85500.0
103590.KS,일진전기,62800.0,60400.0,2026-01-05,2026-03-06,149.21,Triple Bottom,,0.0,59054.99999999999,79375.0
332570.KQ,PS일렉트로닉스,7210.0,6330.0,2026-01-02,2026-03-03,147.34,Triple Bottom,,0.0,6603.0,8875.0
071050.KS,한국금융지주,204500.0,182300.0,2026-01-16,2026-03-17,146.39,Rect Bottom,,0.0,170283.0,228875.0
000157.KS,두산2우B,433000.0,452500.0,2026-01-20,2026-03-21,144.22,Triple Bottom,,0.0,418965.0,563125.0
131970.KQ,두산테스나,60900.0,53800.0,2026-01-02,2026-03-03,143.11,Rect Bottom,,0.0,52080.0,70000.0
071055.KS,한국금융지주우,147200.0,138500.0,2026-01-23,2026-03-24,141.31,Rect Bottom,,0.0,133362.0,179250.0
102940.KQ,코오롱생명과학,61400.0,61200.0,2026-01-27,2026-03-28,140.78,Rect Bottom,,0.0,57101.99999999999,76750.0
115310.KQ,인포바인,73100.0,74788.890625,2026-01-20,2026-03-21,131.3,Triple Bottom,,0.0,67890.0,91250.0
244920.KS,에이플러스에셋,10850.0,9850.0,2026-01-14,2026-03-15,130.12,Rect Bottom,,0.0,9755.699999999999,13112.5
