구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,199800.KS,툴젠,2026-03-30,2026-05-27,60700.0,53800.0,,82.06,-0.0,45.46,Triple Bottom,,45159.86105345738,80963.63886965268,-11.37,
매수,174900.KS,앱클론,2026-03-06,2026-05-03,65700.0,56700.0,,387.95,-0.0,214.91,Rect Bottom,,45687.6056734477,81909.79157764529,-13.7,
매수,353200.KS,대덕전자,2026-03-20,2026-05-17,66700.0,76700.0,,363.72,-0.0,201.49,Rect Bottom,,64761.80408166927,116106.45373794936,14.99,
매수,100790.KS,미래에셋벤처투자,2026-03-25,2026-05-22,24050.0,26750.0,,269.81,-0.0,149.47,Rect Bottom,,21712.921508173164,38927.42570026707,11.23,
매수,089970.KS,브이엠,2026-03-18,2026-05-15,43400.0,38750.0,,224.81,-0.0,124.54,Rect Bottom,,33926.43985652057,60824.102656667295,-10.71,
매수,368770.KS,파이버프로,2026-03-12,2026-05-09,18430.0,18550.0,,205.62,-0.0,113.91,Rect Bottom,,14633.604391445873,26235.46294590916,0.65,
매수,066970.KS,엘앤에프,2026-03-27,2026-05-24,136700.0,143900.0,,193.97,-0.0,107.45,Triple Bottom,,116103.8163978704,208153.5957583725,5.27,
매수,131290.KS,티에스이,2026-03-17,2026-05-14,113411.05078125,105700.0,,165.42,-0.0,91.64,Inv H&S,,88887.2724240839,159359.1489604683,-6.8,
매수,356860.KS,티엘비,2026-03-18,2026-05-15,63600.0,62800.0,,163.88,-0.0,90.78,Rect Bottom,,53679.16706187255,96237.2468701047,-1.26,
매수,310210.KS,보로노이,2026-03-13,2026-05-10,334500.0,307000.0,,146.19,-0.0,80.98,Rect Bottom,,266134.07265226135,477131.2941734123,-8.22,
매수,166090.KS,하나머티리얼즈,2026-03-06,2026-05-03,66900.0,60900.0,,143.37,-0.0,79.42,Rect Bottom,,47120.05535627857,84477.92035648235,-8.97,
매수,298380.KS,에이비엘바이오,2026-03-18,2026-05-15,183825.0,165900.0,,134.65,-0.0,74.59,Inv H&S,,143244.96828308684,256812.87788370636,-9.75,
매수,200710.KS,에이디테크놀로지,2026-03-23,2026-05-20,48800.0,48000.0,,133.01,-0.0,73.68,Rect Bottom,,38902.317702143584,69744.97104631184,-1.64,
매수,083650.KS,비에이치아이,2026-03-09,2026-05-06,93500.0,92500.0,,133.0,-0.0,73.68,Triple Bottom,,79764.82970710837,143004.22357945333,-1.07,
매수,064760.KS,티씨케이,2026-03-19,2026-05-16,236500.0,228500.0,,114.86,-0.0,63.63,Triple Bottom,,182448.8543395106,327098.5076202997,-3.38,
매수,178320.KS,서진시스템,2026-03-20,2026-05-17,46650.0,42500.0,,86.4,-0.0,47.86,Rect Bottom,,35057.321185071254,62851.572745222875,-8.9,
매수,199800.KS,툴젠,2026-03-30,2026-05-27,60700.0,53800.0,,82.06,-0.0,45.46,Triple Bottom,,45159.86105345738,80963.63886965268,-11.37,
