date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-14,1,▲+4,Metals & Mining,32.94,36.5,1.65
2026-01-14,2,▲+1,Materials,25.14,31.54,1.2
2026-01-14,3,▼-2,Pharmaceutical,11.79,14.08,1.1
2026-01-14,4,─,Silver Miners,37.94,45.91,1.04
2026-01-14,5,▲+1,Industrials,12.81,19.04,1.01
2026-01-14,6,▲+9,Energy,9.41,17.96,0.68
2026-01-14,7,▲+9,Uranium,23.09,48.6,0.58
2026-01-14,8,▲+5,Semiconductors,16.87,30.11,0.55
2026-01-14,9,─,Biotechnology,15.85,24.71,0.52
2026-01-14,10,▲+1,Mortgage REITs,4.79,10.93,0.43
2026-01-14,11,▼-9,Healthcare,8.45,14.97,0.41
2026-01-14,12,▲+5,Clean Energy,13.19,31.52,0.18
2026-01-14,13,▲+6,Consumer Staples,4.63,14.11,0.08
2026-01-14,14,▲+8,Nuclear Energy,9.74,34.68,-0.06
2026-01-14,15,▼-3,Banks,5.26,17.1,-0.27
2026-01-14,16,▲+5,Real Estate,1.32,10.47,-0.3
2026-01-14,17,▼-3,Telecom,3.62,10.78,-0.3
2026-01-14,18,▲+2,Utilities,2.72,13.02,-0.38
2026-01-14,19,▲+4,Electric Energy Infrastructure,3.61,20.05,-0.48
2026-01-14,20,▼-13,Medical Devices,3.75,17.88,-0.49
2026-01-14,21,▼-13,Financials,3.3,15.12,-0.49
2026-01-14,22,▲+6,Cryptocurrency,1.91,40.55,-0.5
2026-01-14,23,▲+1,Technology,2.86,17.01,-0.58
2026-01-14,24,▲+2,Automotive,-3.35,79.37,-0.61
2026-01-14,25,▼-15,Leisure & Entertainment,1.68,34.19,-0.68
2026-01-14,26,▼-8,Consumer Discretionary,2.12,37.52,-0.84
2026-01-14,27,─,Cloud Computing,0.64,21.88,-1.01
2026-01-14,28,▼-3,Internet,0.57,21.69,-1.01
2026-01-14,29,─,Software,-6.29,19.12,-1.86
