date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-19,1,─,Energy,16.74,15.38,2.78
2026-03-19,2,─,Automotive,25.83,69.27,1.4
2026-03-19,3,▲+2,Clean Energy,4.18,33.62,0.57
2026-03-19,4,▲+6,Semiconductors,5.73,34.06,0.51
2026-03-19,5,▼-1,Biotechnology,3.23,25.93,0.51
2026-03-19,6,▲+2,Utilities,1.9,14.5,0.45
2026-03-19,7,▲+9,Software,-5.14,26.84,0.32
2026-03-19,8,▼-2,Metals & Mining,1.4,45.19,0.11
2026-03-19,9,▲+6,Cryptocurrency,-10.18,52.66,0.07
2026-03-19,10,▼-1,Industrials,0.69,20.16,0.06
2026-03-19,11,▲+10,Cloud Computing,-4.9,27.09,0.06
2026-03-19,12,▼-9,Materials,-4.57,44.69,0.04
2026-03-19,13,▼-1,Nuclear Energy,-1.87,36.71,0.03
2026-03-19,14,▲+3,Technology,-2.69,19.82,-0.01
2026-03-19,15,▲+5,Electric Energy Infrastructure,-0.51,20.22,-0.05
2026-03-19,16,▲+2,Pharmaceutical,0.73,16.63,-0.06
2026-03-19,17,▼-6,Uranium,-3.38,55.31,-0.07
2026-03-19,18,▼-4,Real Estate,0.14,11.44,-0.07
2026-03-19,19,▲+5,Mortgage REITs,-1.68,13.23,-0.3
2026-03-19,20,▲+2,Consumer Staples,-1.53,18.66,-0.33
2026-03-19,21,▼-2,Healthcare,-2.47,17.01,-0.36
2026-03-19,22,▼-9,Telecom,-3.22,13.48,-0.36
2026-03-19,23,▼-16,Silver Miners,-8.98,62.48,-0.41
2026-03-19,24,▲+1,Leisure & Entertainment,-17.17,52.49,-0.49
2026-03-19,25,▼-2,Internet,-10.41,23.51,-0.61
2026-03-19,26,▲+3,Banks,-8.68,25.51,-0.76
2026-03-19,27,▼-1,Consumer Discretionary,-14.81,35.33,-0.81
2026-03-19,28,▼-1,Financials,-8.95,20.86,-0.89
2026-03-19,29,▼-1,Medical Devices,-8.43,18.75,-1.0
