date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-07,1,─,Pharmaceutical,14.11,14.99,1.87
2026-01-07,2,▲+6,Healthcare,12.98,14.99,1.63
2026-01-07,3,▲+1,Biotechnology,17.9,23.32,1.0
2026-01-07,4,▼-2,Silver Miners,31.7,46.82,0.91
2026-01-07,5,▲+4,Metals & Mining,22.44,38.06,0.9
2026-01-07,6,▼-3,Materials,21.03,32.81,0.83
2026-01-07,7,▲+6,Medical Devices,9.24,16.35,0.79
2026-01-07,8,▼-2,Financials,7.79,15.58,0.71
2026-01-07,9,▲+1,Industrials,8.51,19.13,0.65
2026-01-07,10,▼-3,Leisure & Entertainment,10.06,34.23,0.28
2026-01-07,11,─,Banks,6.43,19.34,0.24
2026-01-07,12,─,Semiconductors,12.92,32.15,0.21
2026-01-07,13,▲+3,Mortgage REITs,3.38,10.96,0.15
2026-01-07,14,▼-9,Telecom,4.54,11.05,0.01
2026-01-07,15,▲+8,Uranium,10.95,51.81,-0.13
2026-01-07,16,▼-2,Clean Energy,8.14,33.98,-0.24
2026-01-07,17,▼-2,Consumer Discretionary,3.78,38.81,-0.31
2026-01-07,18,▲+6,Nuclear Energy,3.81,37.49,-0.53
2026-01-07,19,▼-1,Electric Energy Infrastructure,2.48,22.21,-0.53
2026-01-07,20,─,Utilities,1.35,13.49,-0.54
2026-01-07,21,▲+1,Energy,2.13,17.57,-0.55
2026-01-07,22,▼-5,Technology,2.88,17.72,-0.57
2026-01-07,23,▼-4,Consumer Staples,1.5,12.41,-0.59
2026-01-07,24,▲+1,Real Estate,0.12,10.44,-0.67
2026-01-07,25,▼-4,Cloud Computing,1.74,21.79,-0.83
2026-01-07,26,▲+1,Internet,-0.4,19.52,-0.89
2026-01-07,27,▼-1,Automotive,-12.05,85.47,-0.96
2026-01-07,28,▲+1,Cryptocurrency,-8.82,43.3,-1.34
2026-01-07,29,▼-1,Software,-4.89,19.55,-1.65
